sample,dataset,type,rotation,bits,dims,recall10,recall100,recall10in100
10m,emb_siglip2,BFloat16,original,15,768,0.845,0.8695,0.995
10m,emb_siglip2,BFloat16,original,15,896,0.885,0.8975,0.995
10m,emb_siglip2,BFloat16,original,15,1024,0.91,0.9345,0.995
10m,emb_siglip2,BFloat16,original,15,1152,0.99,0.995,0.995
10m,emb_siglip2,BFloat16,original,16,128,0.58,0.53,0.905
10m,emb_siglip2,BFloat16,original,16,256,0.655,0.6855,0.99
10m,emb_siglip2,BFloat16,original,16,384,0.71,0.757,0.995
10m,emb_siglip2,BFloat16,original,16,512,0.745,0.798,0.995
10m,emb_siglip2,BFloat16,original,16,640,0.795,0.837,0.995
10m,emb_siglip2,BFloat16,original,16,768,0.845,0.8675,0.995
10m,emb_siglip2,BFloat16,original,16,896,0.88,0.8955,0.995
10m,emb_siglip2,BFloat16,original,16,1024,0.915,0.9345,0.995
10m,emb_siglip2,BFloat16,original,16,1152,0.995,0.9985,0.995
10m,emb_siglip2,BFloat16,rotated,1,128,0.0,0.0,0.0
10m,emb_siglip2,BFloat16,rotated,1,256,0.0,0.0,0.0
10m,emb_siglip2,BFloat16,rotated,1,384,0.0,0.0,0.0
10m,emb_siglip2,BFloat16,rotated,1,512,0.0,0.0,0.0
10m,emb_siglip2,BFloat16,rotated,1,640,0.0,0.0,0.0
10m,emb_siglip2,BFloat16,rotated,1,768,0.0,0.0,0.0
10m,emb_siglip2,BFloat16,rotated,1,896,0.0,0.0,0.0
10m,emb_siglip2,BFloat16,rotated,1,1024,0.0,0.0,0.0
10m,emb_siglip2,BFloat16,rotated,1,1152,0.0,0.0,0.0
10m,emb_siglip2,BFloat16,rotated,1,1280,0.0,0.0,0.0
10m,emb_siglip2,BFloat16,rotated,1,1408,0.0,0.0,0.0
10m,emb_siglip2,BFloat16,rotated,1,1536,0.0,0.0,0.0
10m,emb_siglip2,BFloat16,rotated,1,1664,0.0,0.0,0.0
10m,emb_siglip2,BFloat16,rotated,1,1792,0.0,0.0,0.0
10m,emb_siglip2,BFloat16,rotated,1,1920,0.0,0.0,0.0
10m,emb_siglip2,BFloat16,rotated,1,2048,0.0,0.0,0.0
10m,emb_siglip2,BFloat16,rotated,2,128,0.0,0.0,0.0
10m,emb_siglip2,BFloat16,rotated,2,256,0.0,0.0,0.0
10m,emb_siglip2,BFloat16,rotated,2,384,0.0,0.0,0.0
10m,emb_siglip2,BFloat16,rotated,2,512,0.0,0.0,0.0
10m,emb_siglip2,BFloat16,rotated,2,640,0.0,0.0,0.0
10m,emb_siglip2,BFloat16,rotated,2,768,0.0,0.0,0.0
10m,emb_siglip2,BFloat16,rotated,2,896,0.0,0.0,0.0
10m,emb_siglip2,BFloat16,rotated,2,1024,0.0,0.0,0.0
10m,emb_siglip2,BFloat16,rotated,2,1152,0.0,0.0,0.0
10m,emb_siglip2,BFloat16,rotated,2,1280,0.0,0.0,0.0
10m,emb_siglip2,BFloat16,rotated,2,1408,0.0,0.0,0.0
10m,emb_siglip2,BFloat16,rotated,2,1536,0.0,0.0,0.0
10m,emb_siglip2,BFloat16,rotated,2,1664,0.0,0.0,0.0
10m,emb_siglip2,BFloat16,rotated,2,1792,0.0,0.0,0.0
10m,emb_siglip2,BFloat16,rotated,2,1920,0.0,0.0,0.0
10m,emb_siglip2,BFloat16,rotated,2,2048,0.0,0.0,0.0
10m,emb_siglip2,BFloat16,rotated,3,128,0.255,0.2665,0.555
10m,emb_siglip2,BFloat16,rotated,3,256,0.375,0.4535,0.795
10m,emb_siglip2,BFloat16,rotated,3,384,0.495,0.5375,0.875
10m,emb_siglip2,BFloat16,rotated,3,512,0.55,0.595,0.95
10m,emb_siglip2,BFloat16,rotated,3,640,0.605,0.647,0.975
10m,emb_siglip2,BFloat16,rotated,3,768,0.635,0.676,0.995
10m,emb_siglip2,BFloat16,rotated,3,896,0.67,0.7015,0.995
10m,emb_siglip2,BFloat16,rotated,3,1024,0.71,0.723,0.99
10m,emb_siglip2,BFloat16,rotated,3,1152,0.735,0.725,0.99
10m,emb_siglip2,BFloat16,rotated,3,1280,0.725,0.7325,0.99
10m,emb_siglip2,BFloat16,rotated,3,1408,0.725,0.74,0.99
10m,emb_siglip2,BFloat16,rotated,3,1536,0.755,0.7555,0.99
10m,emb_siglip2,BFloat16,rotated,3,1664,0.755,0.769,0.995
10m,emb_siglip2,BFloat16,rotated,3,1792,0.76,0.778,0.995
10m,emb_siglip2,BFloat16,rotated,3,1920,0.745,0.7785,0.995
10m,emb_siglip2,BFloat16,rotated,3,2048,0.765,0.784,0.995
10m,emb_siglip2,BFloat16,rotated,4,128,0.255,0.2665,0.555
10m,emb_siglip2,BFloat16,rotated,4,256,0.375,0.4535,0.795
10m,emb_siglip2,BFloat16,rotated,4,384,0.495,0.5375,0.875
10m,emb_siglip2,BFloat16,rotated,4,512,0.55,0.595,0.95
10m,emb_siglip2,BFloat16,rotated,4,640,0.605,0.647,0.975
10m,emb_siglip2,BFloat16,rotated,4,768,0.635,0.676,0.995
10m,emb_siglip2,BFloat16,rotated,4,896,0.67,0.7015,0.995
10m,emb_siglip2,BFloat16,rotated,4,1024,0.71,0.723,0.99
10m,emb_siglip2,BFloat16,rotated,4,1152,0.735,0.725,0.99
10m,emb_siglip2,BFloat16,rotated,4,1280,0.725,0.7325,0.99
10m,emb_siglip2,BFloat16,rotated,4,1408,0.725,0.74,0.99
10m,emb_siglip2,BFloat16,rotated,4,1536,0.755,0.7555,0.99
10m,emb_siglip2,BFloat16,rotated,4,1664,0.755,0.769,0.995
10m,emb_siglip2,BFloat16,rotated,4,1792,0.76,0.778,0.995
10m,emb_siglip2,BFloat16,rotated,4,1920,0.745,0.7785,0.995
10m,emb_siglip2,BFloat16,rotated,4,2048,0.765,0.784,0.995
10m,emb_siglip2,BFloat16,rotated,5,128,0.25,0.2695,0.565
10m,emb_siglip2,BFloat16,rotated,5,256,0.38,0.4565,0.79
10m,emb_siglip2,BFloat16,rotated,5,384,0.49,0.536,0.87
10m,emb_siglip2,BFloat16,rotated,5,512,0.54,0.596,0.95
10m,emb_siglip2,BFloat16,rotated,5,640,0.595,0.647,0.975
10m,emb_siglip2,BFloat16,rotated,5,768,0.63,0.6765,0.995
10m,emb_siglip2,BFloat16,rotated,5,896,0.675,0.7005,0.995
10m,emb_siglip2,BFloat16,rotated,5,1024,0.71,0.7195,0.99
10m,emb_siglip2,BFloat16,rotated,5,1152,0.73,0.7255,0.99
10m,emb_siglip2,BFloat16,rotated,5,1280,0.73,0.736,0.99
10m,emb_siglip2,BFloat16,rotated,5,1408,0.725,0.7395,0.99
10m,emb_siglip2,BFloat16,rotated,5,1536,0.765,0.7565,0.99
10m,emb_siglip2,BFloat16,rotated,5,1664,0.755,0.7705,0.995
10m,emb_siglip2,BFloat16,rotated,5,1792,0.765,0.775,0.995
10m,emb_siglip2,BFloat16,rotated,5,1920,0.74,0.783,0.995
10m,emb_siglip2,BFloat16,rotated,5,2048,0.77,0.7875,0.995
10m,emb_siglip2,BFloat16,rotated,6,128,0.38,0.39,0.775
10m,emb_siglip2,BFloat16,rotated,6,256,0.52,0.572,0.89
10m,emb_siglip2,BFloat16,rotated,6,384,0.6,0.646,0.97
10m,emb_siglip2,BFloat16,rotated,6,512,0.665,0.7025,0.99
10m,emb_siglip2,BFloat16,rotated,6,640,0.69,0.7355,0.985
10m,emb_siglip2,BFloat16,rotated,6,768,0.68,0.762,0.995
10m,emb_siglip2,BFloat16,rotated,6,896,0.735,0.779,0.995
10m,emb_siglip2,BFloat16,rotated,6,1024,0.74,0.8005,0.995
10m,emb_siglip2,BFloat16,rotated,6,1152,0.735,0.801,0.995
10m,emb_siglip2,BFloat16,rotated,6,1280,0.73,0.808,0.995
10m,emb_siglip2,BFloat16,rotated,6,1408,0.75,0.8175,0.995
10m,emb_siglip2,BFloat16,rotated,6,1536,0.755,0.8285,0.995
10m,emb_siglip2,BFloat16,rotated,6,1664,0.765,0.833,0.995
10m,emb_siglip2,BFloat16,rotated,6,1792,0.8,0.841,0.995
10m,emb_siglip2,BFloat16,rotated,6,1920,0.8,0.8455,0.995
10m,emb_siglip2,BFloat16,rotated,6,2048,0.785,0.8525,0.995
10m,emb_siglip2,BFloat16,rotated,7,128,0.375,0.3965,0.77
10m,emb_siglip2,BFloat16,rotated,7,256,0.52,0.582,0.895
10m,emb_siglip2,BFloat16,rotated,7,384,0.615,0.653,0.97
10m,emb_siglip2,BFloat16,rotated,7,512,0.67,0.706,0.99
10m,emb_siglip2,BFloat16,rotated,7,640,0.69,0.739,0.995
10m,emb_siglip2,BFloat16,rotated,7,768,0.69,0.767,0.995
10m,emb_siglip2,BFloat16,rotated,7,896,0.74,0.7835,0.995
10m,emb_siglip2,BFloat16,rotated,7,1024,0.74,0.8025,0.995
10m,emb_siglip2,BFloat16,rotated,7,1152,0.76,0.804,0.995
10m,emb_siglip2,BFloat16,rotated,7,1280,0.745,0.813,0.995
10m,emb_siglip2,BFloat16,rotated,7,1408,0.755,0.822,0.995
10m,emb_siglip2,BFloat16,rotated,7,1536,0.76,0.83,0.995
10m,emb_siglip2,BFloat16,rotated,7,1664,0.76,0.8365,0.995
10m,emb_siglip2,BFloat16,rotated,7,1792,0.8,0.8425,0.995
10m,emb_siglip2,BFloat16,rotated,7,1920,0.79,0.847,0.995
10m,emb_siglip2,BFloat16,rotated,7,2048,0.785,0.8535,0.995
10m,emb_siglip2,BFloat16,rotated,8,128,0.41,0.429,0.775
10m,emb_siglip2,BFloat16,rotated,8,256,0.535,0.6045,0.93
10m,emb_siglip2,BFloat16,rotated,8,384,0.63,0.6785,0.965
10m,emb_siglip2,BFloat16,rotated,8,512,0.695,0.7295,0.98
10m,emb_siglip2,BFloat16,rotated,8,640,0.69,0.766,0.99
10m,emb_siglip2,BFloat16,rotated,8,768,0.77,0.7895,0.995
10m,emb_siglip2,BFloat16,rotated,8,896,0.765,0.813,0.995
10m,emb_siglip2,BFloat16,rotated,8,1024,0.8,0.829,0.995
10m,emb_siglip2,BFloat16,rotated,8,1152,0.815,0.835,0.995
10m,emb_siglip2,BFloat16,rotated,8,1280,0.795,0.841,0.995
10m,emb_siglip2,BFloat16,rotated,8,1408,0.825,0.8455,0.995
10m,emb_siglip2,BFloat16,rotated,8,1536,0.84,0.86,0.995
10m,emb_siglip2,BFloat16,rotated,8,1664,0.85,0.87,0.995
10m,emb_siglip2,BFloat16,rotated,8,1792,0.87,0.8745,0.995
10m,emb_siglip2,BFloat16,rotated,8,1920,0.89,0.886,0.995
10m,emb_siglip2,BFloat16,rotated,8,2048,0.88,0.8965,0.995
10m,emb_siglip2,BFloat16,rotated,9,128,0.515,0.5205,0.87
10m,emb_siglip2,BFloat16,rotated,9,256,0.615,0.6905,0.98
10m,emb_siglip2,BFloat16,rotated,9,384,0.73,0.7485,0.995
10m,emb_siglip2,BFloat16,rotated,9,512,0.76,0.794,0.995
10m,emb_siglip2,BFloat16,rotated,9,640,0.775,0.827,0.995
10m,emb_siglip2,BFloat16,rotated,9,768,0.83,0.848,0.995
10m,emb_siglip2,BFloat16,rotated,9,896,0.84,0.8695,0.995
10m,emb_siglip2,BFloat16,rotated,9,1024,0.85,0.8885,0.995
10m,emb_siglip2,BFloat16,rotated,9,1152,0.85,0.89,0.995
10m,emb_siglip2,BFloat16,rotated,9,1280,0.875,0.895,0.995
10m,emb_siglip2,BFloat16,rotated,9,1408,0.86,0.8985,0.995
10m,emb_siglip2,BFloat16,rotated,9,1536,0.875,0.9085,0.995
10m,emb_siglip2,BFloat16,rotated,9,1664,0.88,0.9135,0.995
10m,emb_siglip2,BFloat16,rotated,9,1792,0.89,0.9215,0.995
10m,emb_siglip2,BFloat16,rotated,9,1920,0.89,0.939,0.995
10m,emb_siglip2,BFloat16,rotated,9,2048,0.905,0.948,0.995
10m,emb_siglip2,BFloat16,rotated,10,128,0.55,0.5575,0.9
10m,emb_siglip2,BFloat16,rotated,10,256,0.67,0.7145,0.99
10m,emb_siglip2,BFloat16,rotated,10,384,0.735,0.7685,0.995
10m,emb_siglip2,BFloat16,rotated,10,512,0.79,0.8175,0.995
10m,emb_siglip2,BFloat16,rotated,10,640,0.83,0.845,0.995
10m,emb_siglip2,BFloat16,rotated,10,768,0.845,0.8695,0.995
10m,emb_siglip2,BFloat16,rotated,10,896,0.875,0.887,0.995
10m,emb_siglip2,BFloat16,rotated,10,1024,0.885,0.9055,0.995
10m,emb_siglip2,BFloat16,rotated,10,1152,0.895,0.9075,0.995
10m,emb_siglip2,BFloat16,rotated,10,1280,0.895,0.913,0.995
10m,emb_siglip2,BFloat16,rotated,10,1408,0.92,0.9145,0.995
10m,emb_siglip2,BFloat16,rotated,10,1536,0.93,0.9245,0.995
10m,emb_siglip2,BFloat16,rotated,10,1664,0.93,0.9285,0.995
10m,emb_siglip2,BFloat16,rotated,10,1792,0.955,0.941,0.995
10m,emb_siglip2,BFloat16,rotated,10,1920,0.955,0.953,0.995
10m,emb_siglip2,BFloat16,rotated,10,2048,0.97,0.963,0.995
10m,emb_siglip2,BFloat16,rotated,11,128,0.595,0.5705,0.9
10m,emb_siglip2,BFloat16,rotated,11,256,0.675,0.7275,0.995
10m,emb_siglip2,BFloat16,rotated,11,384,0.75,0.7805,0.995
10m,emb_siglip2,BFloat16,rotated,11,512,0.8,0.8265,0.995
10m,emb_siglip2,BFloat16,rotated,11,640,0.835,0.8515,0.995
10m,emb_siglip2,BFloat16,rotated,11,768,0.855,0.878,0.995
10m,emb_siglip2,BFloat16,rotated,11,896,0.89,0.9005,0.995
10m,emb_siglip2,BFloat16,rotated,11,1024,0.9,0.914,0.995
10m,emb_siglip2,BFloat16,rotated,11,1152,0.885,0.9155,0.995
10m,emb_siglip2,BFloat16,rotated,11,1280,0.91,0.9205,0.995
10m,emb_siglip2,BFloat16,rotated,11,1408,0.91,0.9265,0.995
10m,emb_siglip2,BFloat16,rotated,11,1536,0.935,0.9315,0.995
10m,emb_siglip2,BFloat16,rotated,11,1664,0.935,0.9395,0.995
10m,emb_siglip2,BFloat16,rotated,11,1792,0.95,0.95,0.995
10m,emb_siglip2,BFloat16,rotated,11,1920,0.96,0.9665,0.995
10m,emb_siglip2,BFloat16,rotated,11,2048,0.985,0.982,0.995
10m,emb_siglip2,BFloat16,rotated,12,128,0.6,0.5755,0.91
10m,emb_siglip2,BFloat16,rotated,12,256,0.675,0.7305,0.995
10m,emb_siglip2,BFloat16,rotated,12,384,0.75,0.784,0.995
10m,emb_siglip2,BFloat16,rotated,12,512,0.8,0.829,0.995
10m,emb_siglip2,BFloat16,rotated,12,640,0.84,0.8545,0.995
10m,emb_siglip2,BFloat16,rotated,12,768,0.87,0.88,0.995
10m,emb_siglip2,BFloat16,rotated,12,896,0.89,0.898,0.995
10m,emb_siglip2,BFloat16,rotated,12,1024,0.91,0.917,0.995
10m,emb_siglip2,BFloat16,rotated,12,1152,0.895,0.9175,0.995
10m,emb_siglip2,BFloat16,rotated,12,1280,0.925,0.9215,0.995
10m,emb_siglip2,BFloat16,rotated,12,1408,0.915,0.9275,0.995
10m,emb_siglip2,BFloat16,rotated,12,1536,0.93,0.9365,0.995
10m,emb_siglip2,BFloat16,rotated,12,1664,0.945,0.939,0.995
10m,emb_siglip2,BFloat16,rotated,12,1792,0.955,0.953,0.995
10m,emb_siglip2,BFloat16,rotated,12,1920,0.965,0.9695,0.995
10m,emb_siglip2,BFloat16,rotated,12,2048,0.985,0.991,0.995
10m,emb_siglip2,BFloat16,rotated,13,128,0.59,0.5765,0.91
10m,emb_siglip2,BFloat16,rotated,13,256,0.675,0.732,0.995
10m,emb_siglip2,BFloat16,rotated,13,384,0.765,0.785,0.995
10m,emb_siglip2,BFloat16,rotated,13,512,0.805,0.8295,0.995
10m,emb_siglip2,BFloat16,rotated,13,640,0.845,0.8555,0.995
10m,emb_siglip2,BFloat16,rotated,13,768,0.87,0.8785,0.995
10m,emb_siglip2,BFloat16,rotated,13,896,0.9,0.9015,0.995
10m,emb_siglip2,BFloat16,rotated,13,1024,0.92,0.918,0.995
10m,emb_siglip2,BFloat16,rotated,13,1152,0.9,0.9155,0.995
10m,emb_siglip2,BFloat16,rotated,13,1280,0.92,0.9205,0.995
10m,emb_siglip2,BFloat16,rotated,13,1408,0.915,0.928,0.995
10m,emb_siglip2,BFloat16,rotated,13,1536,0.94,0.936,0.995
10m,emb_siglip2,BFloat16,rotated,13,1664,0.935,0.9425,0.995
10m,emb_siglip2,BFloat16,rotated,13,1792,0.96,0.9545,0.995
10m,emb_siglip2,BFloat16,rotated,13,1920,0.955,0.9695,0.995
10m,emb_siglip2,BFloat16,rotated,13,2048,0.99,0.9945,0.995
10m,emb_siglip2,BFloat16,rotated,14,128,0.595,0.577,0.91
10m,emb_siglip2,BFloat16,rotated,14,256,0.685,0.733,0.995
10m,emb_siglip2,BFloat16,rotated,14,384,0.77,0.7845,0.995
10m,emb_siglip2,BFloat16,rotated,14,512,0.805,0.8305,0.995
10m,emb_siglip2,BFloat16,rotated,14,640,0.85,0.854,0.995
10m,emb_siglip2,BFloat16,rotated,14,768,0.88,0.881,0.995
10m,emb_siglip2,BFloat16,rotated,14,896,0.9,0.8995,0.995
10m,emb_siglip2,BFloat16,rotated,14,1024,0.92,0.919,0.995
10m,emb_siglip2,BFloat16,rotated,14,1152,0.905,0.918,0.995
10m,emb_siglip2,BFloat16,rotated,14,1280,0.92,0.922,0.995
10m,emb_siglip2,BFloat16,rotated,14,1408,0.92,0.9305,0.995
10m,emb_siglip2,BFloat16,rotated,14,1536,0.94,0.9355,0.995
10m,emb_siglip2,BFloat16,rotated,14,1664,0.945,0.9425,0.995
10m,emb_siglip2,BFloat16,rotated,14,1792,0.96,0.9545,0.995
10m,emb_siglip2,BFloat16,rotated,14,1920,0.955,0.9685,0.995
10m,emb_siglip2,BFloat16,rotated,14,2048,0.995,0.996,0.995
10m,emb_siglip2,BFloat16,rotated,15,128,0.59,0.5765,0.905
10m,emb_siglip2,BFloat16,rotated,15,256,0.685,0.736,0.995
10m,emb_siglip2,BFloat16,rotated,15,384,0.76,0.784,0.995
10m,emb_siglip2,BFloat16,rotated,15,512,0.805,0.83,0.995
10m,emb_siglip2,BFloat16,rotated,15,640,0.84,0.8545,0.995
10m,emb_siglip2,BFloat16,rotated,15,768,0.88,0.882,0.995
10m,emb_siglip2,BFloat16,rotated,15,896,0.9,0.9005,0.995
10m,emb_siglip2,BFloat16,rotated,15,1024,0.92,0.919,0.995
10m,emb_siglip2,BFloat16,rotated,15,1152,0.895,0.918,0.995
10m,emb_siglip2,BFloat16,rotated,15,1280,0.92,0.92,0.995
10m,emb_siglip2,BFloat16,rotated,15,1408,0.91,0.93,0.995
10m,emb_siglip2,BFloat16,rotated,15,1536,0.94,0.9345,0.995
10m,emb_siglip2,BFloat16,rotated,15,1664,0.94,0.942,0.995
10m,emb_siglip2,BFloat16,rotated,15,1792,0.955,0.9555,0.995
10m,emb_siglip2,BFloat16,rotated,15,1920,0.955,0.9665,0.995
10m,emb_siglip2,BFloat16,rotated,15,2048,0.995,0.9975,0.995
10m,emb_siglip2,BFloat16,rotated,16,128,0.59,0.5765,0.905
10m,emb_siglip2,BFloat16,rotated,16,256,0.68,0.7335,0.995
10m,emb_siglip2,BFloat16,rotated,16,384,0.76,0.7835,0.995
10m,emb_siglip2,BFloat16,rotated,16,512,0.805,0.83,0.995
10m,emb_siglip2,BFloat16,rotated,16,640,0.84,0.8545,0.995
10m,emb_siglip2,BFloat16,rotated,16,768,0.88,0.882,0.995
10m,emb_siglip2,BFloat16,rotated,16,896,0.9,0.9,0.995
10m,emb_siglip2,BFloat16,rotated,16,1024,0.92,0.9185,0.995
10m,emb_siglip2,BFloat16,rotated,16,1152,0.895,0.9175,0.995
10m,emb_siglip2,BFloat16,rotated,16,1280,0.92,0.9205,0.995
10m,emb_siglip2,BFloat16,rotated,16,1408,0.91,0.93,0.995
10m,emb_siglip2,BFloat16,rotated,16,1536,0.94,0.934,0.995
10m,emb_siglip2,BFloat16,rotated,16,1664,0.94,0.9415,0.995
10m,emb_siglip2,BFloat16,rotated,16,1792,0.96,0.9555,0.995
10m,emb_siglip2,BFloat16,rotated,16,1920,0.955,0.967,0.995
10m,emb_siglip2,BFloat16,rotated,16,2048,0.995,0.9975,0.995
10m,emb_siglip2,Int8,original,1,128,0.35,0.3395,0.675
10m,emb_siglip2,Int8,original,1,256,0.515,0.512,0.92
10m,emb_siglip2,Int8,original,1,384,0.57,0.581,0.94
10m,emb_siglip2,Int8,original,1,512,0.64,0.636,0.97
10m,emb_siglip2,Int8,original,1,640,0.65,0.6605,0.975
10m,emb_siglip2,Int8,original,1,768,0.695,0.691,0.99
10m,emb_siglip2,Int8,original,1,896,0.7,0.7185,0.995
10m,emb_siglip2,Int8,original,1,1024,0.735,0.7335,0.995
10m,emb_siglip2,Int8,original,1,1152,0.755,0.7505,0.995
10m,emb_siglip2,Int8,original,2,128,0.49,0.4445,0.785
10m,emb_siglip2,Int8,original,2,256,0.595,0.6145,0.97
10m,emb_siglip2,Int8,original,2,384,0.68,0.7015,0.985
10m,emb_siglip2,Int8,original,2,512,0.74,0.739,0.99
10m,emb_siglip2,Int8,original,2,640,0.76,0.7715,0.995
10m,emb_siglip2,Int8,original,2,768,0.775,0.7915,0.995
10m,emb_siglip2,Int8,original,2,896,0.815,0.814,0.995
10m,emb_siglip2,Int8,original,2,1024,0.84,0.8285,0.995
10m,emb_siglip2,Int8,original,2,1152,0.84,0.846,0.995
10m,emb_siglip2,Int8,original,3,128,0.475,0.459,0.855
10m,emb_siglip2,Int8,original,3,256,0.615,0.6475,0.975
10m,emb_siglip2,Int8,original,3,384,0.715,0.7255,0.995
10m,emb_siglip2,Int8,original,3,512,0.73,0.775,0.995
10m,emb_siglip2,Int8,original,3,640,0.75,0.8015,0.995
10m,emb_siglip2,Int8,original,3,768,0.8,0.823,0.995
10m,emb_siglip2,Int8,original,3,896,0.83,0.852,0.995
10m,emb_siglip2,Int8,original,3,1024,0.87,0.8695,0.995
10m,emb_siglip2,Int8,original,3,1152,0.895,0.888,0.995
10m,emb_siglip2,Int8,original,4,128,0.455,0.463,0.855
10m,emb_siglip2,Int8,original,4,256,0.615,0.6705,0.975
10m,emb_siglip2,Int8,original,4,384,0.705,0.738,0.995
10m,emb_siglip2,Int8,original,4,512,0.74,0.788,0.995
10m,emb_siglip2,Int8,original,4,640,0.8,0.8205,0.995
10m,emb_siglip2,Int8,original,4,768,0.81,0.842,0.995
10m,emb_siglip2,Int8,original,4,896,0.845,0.875,0.995
10m,emb_siglip2,Int8,original,4,1024,0.865,0.8945,0.995
10m,emb_siglip2,Int8,original,4,1152,0.88,0.9165,0.995
10m,emb_siglip2,Int8,original,5,128,0.455,0.456,0.875
10m,emb_siglip2,Int8,original,5,256,0.62,0.6685,0.985
10m,emb_siglip2,Int8,original,5,384,0.71,0.751,0.995
10m,emb_siglip2,Int8,original,5,512,0.735,0.791,0.995
10m,emb_siglip2,Int8,original,5,640,0.8,0.826,0.995
10m,emb_siglip2,Int8,original,5,768,0.82,0.849,0.995
10m,emb_siglip2,Int8,original,5,896,0.86,0.884,0.995
10m,emb_siglip2,Int8,original,5,1024,0.915,0.902,0.995
10m,emb_siglip2,Int8,original,5,1152,0.93,0.927,0.995
10m,emb_siglip2,Int8,original,6,128,0.44,0.4485,0.87
10m,emb_siglip2,Int8,original,6,256,0.65,0.6785,0.99
10m,emb_siglip2,Int8,original,6,384,0.71,0.753,0.995
10m,emb_siglip2,Int8,original,6,512,0.75,0.7945,0.995
10m,emb_siglip2,Int8,original,6,640,0.8,0.8315,0.995
10m,emb_siglip2,Int8,original,6,768,0.845,0.854,0.995
10m,emb_siglip2,Int8,original,6,896,0.855,0.889,0.995
10m,emb_siglip2,Int8,original,6,1024,0.915,0.907,0.995
10m,emb_siglip2,Int8,original,6,1152,0.94,0.933,0.995
10m,emb_siglip2,Int8,original,7,128,0.43,0.444,0.855
10m,emb_siglip2,Int8,original,7,256,0.645,0.673,0.99
10m,emb_siglip2,Int8,original,7,384,0.72,0.755,0.995
10m,emb_siglip2,Int8,original,7,512,0.735,0.7915,0.995
10m,emb_siglip2,Int8,original,7,640,0.795,0.8305,0.995
10m,emb_siglip2,Int8,original,7,768,0.845,0.8585,0.995
10m,emb_siglip2,Int8,original,7,896,0.865,0.888,0.995
10m,emb_siglip2,Int8,original,7,1024,0.905,0.9105,0.995
10m,emb_siglip2,Int8,original,7,1152,0.95,0.936,0.995
10m,emb_siglip2,Int8,original,8,128,0.405,0.4345,0.855
10m,emb_siglip2,Int8,original,8,256,0.64,0.67,0.99
10m,emb_siglip2,Int8,original,8,384,0.705,0.7555,0.995
10m,emb_siglip2,Int8,original,8,512,0.73,0.79,0.995
10m,emb_siglip2,Int8,original,8,640,0.79,0.832,0.995
10m,emb_siglip2,Int8,original,8,768,0.83,0.859,0.995
10m,emb_siglip2,Int8,original,8,896,0.87,0.891,0.995
10m,emb_siglip2,Int8,original,8,1024,0.92,0.913,0.995
10m,emb_siglip2,Int8,original,8,1152,0.95,0.9405,0.995
10m,emb_siglip2,Int8,rotated,1,128,0.255,0.267,0.56
10m,emb_siglip2,Int8,rotated,1,256,0.375,0.453,0.795
10m,emb_siglip2,Int8,rotated,1,384,0.495,0.5365,0.875
10m,emb_siglip2,Int8,rotated,1,512,0.555,0.5945,0.95
10m,emb_siglip2,Int8,rotated,1,640,0.605,0.6465,0.975
10m,emb_siglip2,Int8,rotated,1,768,0.635,0.676,0.995
10m,emb_siglip2,Int8,rotated,1,896,0.675,0.7,0.995
10m,emb_siglip2,Int8,rotated,1,1024,0.71,0.7245,0.99
10m,emb_siglip2,Int8,rotated,1,1152,0.735,0.728,0.99
10m,emb_siglip2,Int8,rotated,1,1280,0.725,0.733,0.99
10m,emb_siglip2,Int8,rotated,1,1408,0.725,0.741,0.99
10m,emb_siglip2,Int8,rotated,1,1536,0.76,0.755,0.99
10m,emb_siglip2,Int8,rotated,1,1664,0.755,0.769,0.995
10m,emb_siglip2,Int8,rotated,1,1792,0.76,0.778,0.995
10m,emb_siglip2,Int8,rotated,1,1920,0.745,0.7785,0.995
10m,emb_siglip2,Int8,rotated,1,2048,0.765,0.7835,0.995
10m,emb_siglip2,Int8,rotated,2,128,0.43,0.456,0.82
10m,emb_siglip2,Int8,rotated,2,256,0.6,0.621,0.96
10m,emb_siglip2,Int8,rotated,2,384,0.69,0.697,0.985
10m,emb_siglip2,Int8,rotated,2,512,0.755,0.756,0.995
10m,emb_siglip2,Int8,rotated,2,640,0.76,0.7905,0.995
10m,emb_siglip2,Int8,rotated,2,768,0.79,0.81,0.995
10m,emb_siglip2,Int8,rotated,2,896,0.79,0.8325,0.995
10m,emb_siglip2,Int8,rotated,2,1024,0.825,0.8465,0.995
10m,emb_siglip2,Int8,rotated,2,1152,0.825,0.8445,0.995
10m,emb_siglip2,Int8,rotated,2,1280,0.84,0.8535,0.995
10m,emb_siglip2,Int8,rotated,2,1408,0.83,0.8565,0.995
10m,emb_siglip2,Int8,rotated,2,1536,0.825,0.865,0.995
10m,emb_siglip2,Int8,rotated,2,1664,0.825,0.872,0.995
10m,emb_siglip2,Int8,rotated,2,1792,0.85,0.8735,0.995
10m,emb_siglip2,Int8,rotated,2,1920,0.875,0.8855,0.995
10m,emb_siglip2,Int8,rotated,2,2048,0.87,0.8925,0.995
10m,emb_siglip2,Int8,rotated,3,128,0.505,0.5155,0.87
10m,emb_siglip2,Int8,rotated,3,256,0.665,0.681,0.995
10m,emb_siglip2,Int8,rotated,3,384,0.72,0.7425,0.995
10m,emb_siglip2,Int8,rotated,3,512,0.795,0.791,0.995
10m,emb_siglip2,Int8,rotated,3,640,0.815,0.825,0.995
